"TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","first","correct_first","group_num"
5,61.13,61.14,4,"A queen was lost by a pen.","nonsense",3.36843585968,1,"0_049_second","2","passive_ns",1,1,2
6,75.94,75.95,3,"Bread was picked by a boy.","nonsense",3.68589520454,0,"0_049_second","2","passive_s",1,0,2
7,87.72,87.74,3,"A snake was caught by a girl.","sense",3.16399312019,1,"0_049_second","2","passive_s",1,1,2
8,99.72,99.73,4,"A box was walked by a duck.","nonsense",3.79504299164,1,"0_049_second","2","passive_ns",1,1,2
9,111.38,111.4,4,"Meat was watched by an ear.","nonsense",4.18083810806,1,"0_049_second","2","passive_ns",1,1,2
10,122.22,122.23,1,"A brother opened the present.","sense",2.32339882851,1,"0_049_second","2","active_s",1,1,2
11,134.13,134.14,2,"The soap tasted the monkey.","nonsense",5.67308878899,1,"0_049_second","2","active_ns",1,1,2
12,146.54,146.54,2,"The seed raised a turtle.","nonsense",5.45902609825,1,"0_049_second","2","active_ns",1,1,2
13,158.49,158.5,3,"A barn was built by the uncle.","sense",5.35056686401,1,"0_049_second","2","passive_s",1,1,2
14,169.83,169.84,1,"The cowboy cooked some pasta.","sense",2.73362398148,1,"0_049_second","2","active_s",1,1,2
15,179.98,179.99,1,"A sister hugged the dancer.","sense",5.53987693787,1,"0_049_second","2","active_s",1,1,2
16,190.27,190.28,2,"The tiger played a letter.","nonsense",2.63271999359,1,"0_049_second","2","active_ns",1,1,2
17,200.64,200.65,3,"Water was splashed by a bear.","sense",2.69486403465,1,"0_049_second","2","passive_s",1,1,2
18,215.75,215.76,1,"The friend borrowed a book.","sense",3.56413197517,1,"0_049_second","2","active_s",1,1,2
19,225.84,225.84,3,"The honey was made by a bee.","sense",4.54685878754,1,"0_049_second","2","passive_s",1,1,2
20,235.87,235.88,1,"The mother shopped at the store.","sense",3.02474093437,1,"0_049_second","2","active_s",1,1,2
21,247.77,247.79,2,"A rope listened to the salt.","nonsense",3.45115208626,1,"0_049_second","2","active_ns",1,1,2
22,257.97,257.97,3,"Money was won by a team.","sense",5.14689683914,1,"0_049_second","2","passive_s",1,1,2
23,268.09,268.09,3,"The door was shut by wind.","sense",3.23831009865,1,"0_049_second","2","passive_s",1,1,2
24,280.16,280.17,1,"A king wished for a horse.","sense",3.68832397461,1,"0_049_second","2","active_s",1,1,2
25,296.87,296.89,4,"A clown was bought by the hen.","nonsense",4.81203484535,1,"0_049_second","2","passive_ns",1,1,2
26,312.85,312.86,2,"The lamp wrote to the nurse.","nonsense",4.27226805687,1,"0_049_second","2","active_ns",1,1,2
27,330.61,330.62,4,"The actor was kicked by cake.","nonsense",2.79735898972,1,"0_049_second","2","passive_ns",1,1,2
28,343.48,343.49,1,"The clerk asked a question.","sense",4.71791911125,1,"0_049_second","2","active_s",1,1,2
29,360.32,360.33,4,"A father was spotted by the egg.","nonsense",6.66919493675,1,"0_049_second","2","passive_ns",1,1,2
30,370.6,370.62,2,"The house chewed on the phone.","nonsense",3.33493494987,1,"0_049_second","2","active_ns",1,1,2
31,381.02,381.02,4,"The bird was told by the boat.","nonsense",4.71971011162,1,"0_049_second","2","passive_ns",1,1,2
0,0,0.03,2,"A plate stained a kitten.","nonsense",2.80792403221,1,"0_049_second","3","active_ns",1,1,2
1,10.72,10.74,3,"A wall was marked with paint.","nonsense",4.62383508682,0,"0_049_second","3","passive_s",1,0,2
2,21.39,21.41,4,"The hill was addressed by soap.","nonsense",3.61606311798,1,"0_049_second","3","passive_ns",1,1,2
3,38.56,38.57,1,"The baby rolled in the crib.","sense",2.76244401932,1,"0_049_second","3","active_s",1,1,2
4,54.45,54.47,4,"Dirt was borrowed by the chalk.","nonsense",6.28549194336,1,"0_049_second","3","passive_ns",1,1,2
5,64.83,64.84,1,"The cattle listened to the bell.","sense",2.65864109993,1,"0_049_second","3","active_s",1,1,2
6,80.32,80.33,4,"Mud was dressed by air.","nonsense",3.61155581474,1,"0_049_second","3","passive_ns",1,1,2
7,90.96,90.97,2,"A ring prepared for a potato.","nonsense",4.02610588074,1,"0_049_second","3","active_ns",1,1,2
8,106.1,106.11,2,"A game owned the doctor.","nonsense",4.33594799042,1,"0_049_second","3","active_ns",1,1,2
9,116.71,116.72,1,"The sheep escaped from the wolf.","nonsense",4.50789690018,0,"0_049_second","3","active_s",1,0,2
10,131.58,131.59,1,"A woman bought a pizza.","sense",2.17347407341,1,"0_049_second","3","active_s",1,1,2
11,143.41,143.43,4,"The phone was boiled by a rat.","nonsense",5.62471199036,1,"0_049_second","3","passive_ns",1,1,2
12,154.13,154.15,4,"The dog was raised by a spoon.","nonsense",4.2017891407,1,"0_049_second","3","passive_ns",1,1,2
13,164.48,164.48,3,"A pig was scared by a fox.","sense",3.85963106155,2,"0_049_second","3","passive_s",1,0,2
13,164.48,164.48,3,"A pig was scared by a fox.","nonsense",3.9795320034,2,"0_049_second","3","passive_s",0,0,2
13,164.48,164.48,3,"A pig was scared by a fox.","sense",6.42074608803,2,"0_049_second","3","passive_s",0,0,2
14,182.42,182.43,1,"The chicken ate some seed.","sense",4.35236907005,1,"0_049_second","3","active_s",1,1,2
15,193.7,193.71,2,"The pillow jumped at a bear.","nonsense",3.89367389679,1,"0_049_second","3","active_ns",1,1,2
16,206.11,206.12,4,"A song was picked by a cat.","nonsense",3.68894290924,1,"0_049_second","3","passive_ns",1,1,2
17,223.68,223.69,3,"The grass was moved by wind.","nonsense",4.07868099213,0,"0_049_second","3","passive_s",1,0,2
18,234.74,234.75,3,"A gift was opened by a boy.","sense",4.45932483673,1,"0_049_second","3","passive_s",1,1,2
19,250.08,250.09,2,"The actress chased the sugar.","nonsense",3.55414199829,1,"0_049_second","3","active_ns",1,1,2
20,260.45,260.46,3,"Tea was stirred by the aunt.","nonsense",3.2013630867,0,"0_049_second","3","passive_s",1,0,2
21,270.85,270.86,1,"The father played the movie.","sense",4.55333685875,1,"0_049_second","3","active_s",1,1,2
22,280.9,280.92,3,"A hand was licked by a puppy.","sense",2.90656208992,1,"0_049_second","3","passive_s",1,1,2
23,293.63,293.64,2,"The table climbed on a brother.","sense",4.63017892838,2,"0_049_second","3","active_ns",1,0,2
23,293.63,293.64,2,"The table climbed on a brother.","nonsense",6.11019086838,2,"0_049_second","3","active_ns",0,0,2
23,293.63,293.64,2,"The table climbed on a brother.","nonsense",6.40924501419,2,"0_049_second","3","active_ns",0,0,2
24,304.11,304.13,4,"The mirror was read by a car.","nonsense",3.8858499527,1,"0_049_second","3","passive_ns",1,1,2
25,314.89,314.9,1,"The worker built the barn.","sense",4.27198314667,1,"0_049_second","3","active_s",1,1,2
26,325.02,325.03,3,"A worm was dropped by the bird.","sense",3.61767816544,1,"0_049_second","3","passive_s",1,1,2
27,339.56,339.57,2,"The broom grabbed the queen.","nonsense",3.88190102577,1,"0_049_second","3","active_ns",1,1,2
28,350.98,350.99,1,"The lion roared at the meat.","sense",3.48581218719,1,"0_049_second","3","active_s",1,1,2
29,368.12,368.14,4,"A test was cooked by a bat.","nonsense",4.41086387634,1,"0_049_second","3","passive_ns",1,1,2
30,380.08,380.09,3,"The shot was given by a nurse.","sense",3.14924907684,1,"0_049_second","3","passive_s",1,1,2
31,395.78,395.8,2,"A shirt chopped at the tray.","nonsense",5.5873401165,1,"0_049_second","3","active_ns",1,1,2
0,0,0.03,2,"A plate stained a kitten.","nonsense",3.92973685265,1,"0_055_second","1","active_ns",1,1,2
1,10.72,10.74,3,"A wall was marked with paint.","nonsense",4.61367297173,0,"0_055_second","1","passive_s",1,0,2
2,21.39,21.41,4,"The hill was addressed by soap.","nonsense",6.0380051136,1,"0_055_second","1","passive_ns",1,1,2
3,38.56,38.57,1,"The baby rolled in the crib.","nonsense",3.70338916779,0,"0_055_second","1","active_s",1,0,2
4,54.45,54.46,4,"Dirt was borrowed by the chalk.","nonsense",4.77100920677,1,"0_055_second","1","passive_ns",1,1,2
5,64.83,64.84,1,"The cattle listened to the bell.","nonsense",8.40875387192,0,"0_055_second","1","active_s",1,0,2
6,80.32,80.33,4,"Mud was dressed by air.","nonsense",5.22133684158,1,"0_055_second","1","passive_ns",1,1,2
7,90.96,90.97,2,"A ring prepared for a potato.","nonsense",3.73109006882,1,"0_055_second","1","active_ns",1,1,2
8,106.1,106.11,2,"A game owned the doctor.","nonsense",5.71904015541,1,"0_055_second","1","active_ns",1,1,2
9,116.71,116.72,1,"The sheep escaped from the wolf.","sense",3.69074201584,1,"0_055_second","1","active_s",1,1,2
10,131.58,131.59,1,"A woman bought a pizza.","sense",2.72142577171,1,"0_055_second","1","active_s",1,1,2
11,143.41,143.43,4,"The phone was boiled by a rat.","nonsense",4.50756216049,1,"0_055_second","1","passive_ns",1,1,2
12,154.13,154.15,4,"The dog was raised by a spoon.","nonsense",4.07175588608,1,"0_055_second","1","passive_ns",1,1,2
13,164.48,164.49,3,"A pig was scared by a fox.","sense",3.66443109512,1,"0_055_second","1","passive_s",1,1,2
14,182.42,182.43,1,"The chicken ate some seed.","sense",4.88632106781,1,"0_055_second","1","active_s",1,1,2
15,193.7,193.71,2,"The pillow jumped at a bear.","nonsense",3.75953888893,1,"0_055_second","1","active_ns",1,1,2
16,206.11,206.12,4,"A song was picked by a cat.","nonsense",4.48582005501,1,"0_055_second","1","passive_ns",1,1,2
17,223.68,223.69,3,"The grass was moved by wind.","nonsense",5.74548101425,0,"0_055_second","1","passive_s",1,0,2
18,234.74,234.75,3,"A gift was opened by a boy.","sense",4.09123587608,1,"0_055_second","1","passive_s",1,1,2
18,234.74,234.75,3,"A gift was opened by a boy.","sense",6.26228380203,1,"0_055_second","1","passive_s",0,0,2
19,250.08,250.09,2,"The actress chased the sugar.","nonsense",6.44102907181,1,"0_055_second","1","active_ns",1,1,2
20,260.45,260.46,3,"Tea was stirred by the aunt.","nonsense",4.96138000488,0,"0_055_second","1","passive_s",1,0,2
21,270.85,270.86,1,"The father played the movie.","nonsense",6.39741110802,0,"0_055_second","1","active_s",1,0,2
22,280.9,280.92,3,"A hand was licked by a puppy.","sense",5.86156105995,1,"0_055_second","1","passive_s",1,1,2
23,293.63,293.64,2,"The table climbed on a brother.","nonsense",5.78395104408,1,"0_055_second","1","active_ns",1,1,2
24,304.11,304.13,4,"The mirror was read by a car.","nonsense",6.42171883583,1,"0_055_second","1","passive_ns",1,1,2
25,314.89,314.9,1,"The worker built the barn.","sense",7.68000102043,1,"0_055_second","1","active_s",1,1,2
26,325.02,325.03,3,"A worm was dropped by the bird.","sense",7.96367883682,1,"0_055_second","1","passive_s",1,1,2
27,339.56,339.57,2,"The broom grabbed the queen.","nonsense",4.63270688057,1,"0_055_second","1","active_ns",1,1,2
28,350.98,350.99,1,"The lion roared at the meat.","nonsense",7.33078598976,2,"0_055_second","1","active_s",1,0,2
28,350.98,350.99,1,"The lion roared at the meat.","sense",8.21186304092,2,"0_055_second","1","active_s",0,0,2
29,368.12,368.14,4,"A test was cooked by a bat.","nonsense",6.48589611053,1,"0_055_second","1","passive_ns",1,1,2
30,380.08,380.09,3,"The shot was given by a nurse.","sense",8.08931398392,1,"0_055_second","1","passive_s",1,1,2
31,395.78,395.8,2,"A shirt chopped at the tray.","nonsense",6.77319312096,1,"0_055_second","1","active_ns",1,1,2
0,0,0.03,1,"The friend borrowed a book.","nonsense",5.14451694489,0,"0_055_second","2","active_s",1,0,2
1,10.16,10.17,2,"The seed raised a turtle.","nonsense",3.71625304222,1,"0_055_second","2","active_ns",1,1,2
2,25.97,25.98,3,"A barn was built by the uncle.","sense",6.0112631321,1,"0_055_second","2","passive_s",1,1,2
3,40.97,40.98,3,"A snake was caught by a girl.","nonsense",4.8724758625,0,"0_055_second","2","passive_s",1,0,2
4,53.69,53.71,2,"The soap tasted the monkey.","nonsense",4.09886097908,1,"0_055_second","2","active_ns",1,1,2
5,64.57,64.58,3,"Money was won by a team.","nonsense",7.71520018578,0,"0_055_second","2","passive_s",1,0,2
6,75.24,75.25,4,"A worm was jumped by a dress.","nonsense",5.05435705185,1,"0_055_second","2","passive_ns",1,1,2
7,86.91,86.92,1,"The mother shopped at the store.","sense",3.84023118019,1,"0_055_second","2","active_s",1,1,2
8,103.03,103.04,2,"A rope listened to the salt.","nonsense",5.31637310982,1,"0_055_second","2","active_ns",1,1,2
9,118.89,118.9,4,"Meat was watched by an ear.","nonsense",6.24333620071,1,"0_055_second","2","passive_ns",1,1,2
10,128.92,128.94,1,"A king wished for a horse.","sense",5.3001601696,1,"0_055_second","2","active_s",1,1,2
11,141.14,141.16,3,"The door was shut by wind.","nonsense",4.2668261528,0,"0_055_second","2","passive_s",1,0,2
12,151.22,151.23,3,"The honey was made by a bee.","sense",5.46924591064,1,"0_055_second","2","passive_s",1,1,2
13,161.68,161.68,4,"The actor was kicked by cake.","nonsense",4.73112916946,1,"0_055_second","2","passive_ns",1,1,2
14,172.84,172.86,2,"A pizza dropped the cousin.","nonsense",4.81721901894,1,"0_055_second","2","active_ns",1,1,2
15,183.02,183.03,3,"A hill was climbed by the bug.","sense",6.30671310425,1,"0_055_second","2","passive_s",1,1,2
16,195.2,195.21,4,"A father was spotted by the egg.","nonsense",4.48170495033,1,"0_055_second","2","passive_ns",1,1,2
17,212.76,212.77,2,"The house chewed on the phone.","nonsense",4.91198205948,1,"0_055_second","2","active_ns",1,1,2
18,223.41,223.43,1,"The farmer owned a broom.","nonsense",8.79102897644,0,"0_055_second","2","active_s",1,0,2
19,237.03,237.05,4,"A queen was lost by a pen.","nonsense",5.64807891846,1,"0_055_second","2","passive_ns",1,1,2
20,248.04,248.05,1,"The clerk asked a question.","nonsense",5.89482593536,0,"0_055_second","2","active_s",1,0,2
21,258.46,258.47,3,"Bread was picked by a boy.","sense",5.2621049881,1,"0_055_second","2","passive_s",1,1,2
22,274.9,274.91,1,"A brother opened the present.","sense",3.78445315361,1,"0_055_second","2","active_s",1,1,2
23,289.51,289.52,4,"The bird was told by the boat.","nonsense",4.77904319763,1,"0_055_second","2","passive_ns",1,1,2
24,303.52,303.53,2,"The zebra milked the show.","nonsense",4.47546315193,1,"0_055_second","2","active_ns",1,1,2
25,319.75,319.77,1,"The cowboy cooked some pasta.","nonsense",3.87593102455,0,"0_055_second","2","active_s",1,0,2
26,329.89,329.9,1,"A sister hugged the dancer.","nonsense",6.64085102081,0,"0_055_second","2","active_s",1,0,2
27,343.4,343.41,4,"A box was walked by a duck.","nonsense",3.74651789665,1,"0_055_second","2","passive_ns",1,1,2
28,353.98,354,2,"The tiger played a letter.","nonsense",3.66020798683,1,"0_055_second","2","active_ns",1,1,2
29,370.82,370.84,3,"Water was splashed by a bear.","nonsense",5.38130903244,2,"0_055_second","2","passive_s",1,0,2
29,370.82,370.84,3,"Water was splashed by a bear.","sense",6.36348199844,2,"0_055_second","2","passive_s",0,0,2
30,382.44,382.46,4,"A clown was bought by the hen.","nonsense",4.17020702362,1,"0_055_second","2","passive_ns",1,1,2
31,392.48,392.5,2,"The lamp wrote to the nurse.","nonsense",3.54202103615,1,"0_055_second","2","active_ns",1,1,2
0,0,0.03,4,"A wolf was found by a fan.","nonsense",2.95545911789,1,"0_055_second","3","passive_ns",1,1,2
1,10.89,10.91,2,"A chicken shopped at a movie.","nonsense",5.54885792732,1,"0_055_second","3","active_ns",1,1,2
2,21.08,21.09,3,"The book was read by a friend.","sense",3.95647978783,1,"0_055_second","3","passive_s",1,1,2
3,36.88,36.9,2,"The puppy scored a dress.","nonsense",4.02944302559,1,"0_055_second","3","active_ns",1,1,2
4,50.82,50.84,1,"A nurse helped a student.","sense",5.8729019165,1,"0_055_second","3","active_s",1,1,2
5,61.13,61.14,4,"The mouse was graded by a flag.","nonsense",5.32990694046,1,"0_055_second","3","passive_ns",1,1,2
6,75.94,75.95,3,"Meat was eaten by a lion.","nonsense",5.04521512985,0,"0_055_second","3","passive_s",1,0,2
7,87.72,87.74,3,"The spoon was waved by a cook.","sense",6.47041320801,1,"0_055_second","3","passive_s",1,1,2
7,87.72,87.74,3,"The spoon was waved by a cook.","sense",8.23750519753,1,"0_055_second","3","passive_s",0,0,2
8,99.72,99.73,4,"A card was scared by a baby.","nonsense",3.40629601479,1,"0_055_second","3","passive_ns",1,1,2
9,111.38,111.4,4,"The mat was raced by a fox.","nonsense",5.81226396561,1,"0_055_second","3","passive_ns",1,1,2
10,122.22,122.23,1,"A tree was planted in dirt.","sense",5.10687303543,1,"0_055_second","3","active_s",1,1,2
11,134.13,134.14,2,"The soup hired a cowboy.","nonsense",8.44034600258,1,"0_055_second","3","active_ns",1,1,2
12,146.54,146.54,2,"The store cooked on the grass.","nonsense",2.79458403587,1,"0_055_second","3","active_ns",1,1,2
13,158.49,158.5,3,"A joke was told by the queen.","nonsense",7.05615901947,0,"0_055_second","3","passive_s",1,0,2
14,169.83,169.84,1,"The bear tasted the apple.","nonsense",5.117208004,0,"0_055_second","3","active_s",1,0,2
15,179.98,180.01,1,"The child peeled the banana.",NA,NA,4,"0_055_second","3","active_s",1,0,2
16,190.27,190.28,2,"The fork called to a sister.","nonsense",4.93206787109,1,"0_055_second","3","active_ns",1,1,2
17,200.64,200.65,3,"Pie was made by a cousin.","nonsense",4.61233592033,0,"0_055_second","3","passive_s",1,0,2
18,215.75,215.76,1,"A family baked some bread.","sense",4.43760895729,1,"0_055_second","3","active_s",1,1,2
19,225.84,225.86,3,"The ring was owned by a dancer.","sense",6.24581813812,1,"0_055_second","3","passive_s",1,1,2
20,235.87,235.88,1,"A mom addressed the letter.","nonsense",3.15313816071,0,"0_055_second","3","active_s",1,0,2
21,247.77,247.79,2,"A candle sold the question.","nonsense",5.96383404732,1,"0_055_second","3","active_ns",1,1,2
22,257.97,257.99,3,"Clay was rolled by the artist.",NA,NA,4,"0_055_second","3","passive_s",1,0,2
23,268.09,268.09,3,"A fence was jumped by a horse.",NA,NA,4,"0_055_second","3","passive_s",1,0,2
24,280.16,280.17,1,"A driver honked at the walker.","nonsense",5.34664011002,0,"0_055_second","3","active_s",1,0,2
25,296.87,296.89,4,"The woman was pulled by a nut.","nonsense",5.16248393059,1,"0_055_second","3","passive_ns",1,1,2
26,312.85,312.86,2,"The rabbit bought the worker.","nonsense",3.29564785957,1,"0_055_second","3","active_ns",1,1,2
27,330.61,330.62,4,"Iron was chased by the bee.","nonsense",3.91086792946,1,"0_055_second","3","passive_ns",1,1,2
28,343.48,343.49,1,"The aunt walked on the boat.","nonsense",3.86634492874,0,"0_055_second","3","active_s",1,0,2
29,360.32,360.33,4,"A ball was prepared by glass.","nonsense",5.03465008736,1,"0_055_second","3","passive_ns",1,1,2
30,370.6,370.62,2,"The money counted the singer.","nonsense",6.39027380943,1,"0_055_second","3","active_ns",1,1,2
31,381.02,381.02,4,"Sugar was moved by the sock.","nonsense",3.33421897888,1,"0_055_second","3","passive_ns",1,1,2
0,0,0.03,2,"A fence walked to the mother.","nonsense",4.63554215431,1,"1_001_second","1","active_ns",1,1,2
1,10.72,10.74,3,"The shirt was stained by mud.","sense",4.14778399467,1,"1_001_second","1","passive_s",1,1,2
2,21.39,21.41,4,"Fire was licked by a banana.","nonsense",4.69804215431,1,"1_001_second","1","passive_ns",1,1,2
3,38.56,38.57,1,"The banker counted the money.",NA,NA,4,"1_001_second","1","active_s",1,0,2
4,54.45,54.46,4,"Pie was raised by the letter.","nonsense",4.04305315018,1,"1_001_second","1","passive_ns",1,1,2
5,64.83,64.84,1,"The boy cleared off the table.","sense",3.64779901505,1,"1_001_second","1","active_s",1,1,2
6,80.32,80.33,4,"A rope was sold by the frog.","nonsense",3.44424915314,1,"1_001_second","1","passive_ns",1,1,2
7,90.96,90.97,2,"The snake asked for the father.","nonsense",4.06524586678,1,"1_001_second","1","active_ns",1,1,2
8,106.1,106.11,2,"A basement won the family.","nonsense",4.75998997688,1,"1_001_second","1","active_ns",1,1,2
9,116.71,116.72,1,"A tiger scared the zebra.","sense",3.6469168663,1,"1_001_second","1","active_s",1,1,2
10,131.58,131.59,1,"A bird dropped the worm.","sense",6.33957576752,1,"1_001_second","1","active_s",1,1,2
11,143.41,143.43,4,"The girl was told by a fork.","nonsense",5.09568810463,1,"1_001_second","1","passive_ns",1,1,2
12,154.13,154.15,4,"Bread was scratched by a tray.","nonsense",7.35592603683,1,"1_001_second","1","passive_ns",1,1,2
13,164.48,164.49,3,"The lamp was bought by the sister.","sense",5.16364979744,1,"1_001_second","1","passive_s",1,1,2
14,182.42,182.43,1,"The uncle put sugar in the tea.","sense",4.86132001877,1,"1_001_second","1","active_s",1,1,2
15,193.7,193.71,2,"A hen carried the dancer.","nonsense",4.03777599335,1,"1_001_second","1","active_ns",1,1,2
16,206.11,206.12,4,"A chair was tasted by a frame.","nonsense",4.92392706871,1,"1_001_second","1","passive_ns",1,1,2
17,223.68,223.69,3,"The show was seen by a child.","sense",4.83659005165,1,"1_001_second","1","passive_s",1,1,2
18,234.74,234.75,3,"Soup was served by a woman.","sense",3.61813592911,1,"1_001_second","1","passive_s",1,1,2
19,250.08,250.09,2,"The iron borrowed a teacher.","nonsense",5.44816184044,1,"1_001_second","1","active_ns",1,1,2
20,260.45,260.46,3,"A cat was saved by a king.","nonsense",3.91343188286,0,"1_001_second","1","passive_s",1,0,2
21,270.85,270.86,1,"The queen planted a flower.","sense",4.76235508919,1,"1_001_second","1","active_s",1,1,2
22,280.9,280.92,3,"A rug was rolled by the actor.","nonsense",8.10883903503,0,"1_001_second","1","passive_s",1,0,2
23,293.63,293.64,2,"The couch sang to the duck.","nonsense",3.96504998207,1,"1_001_second","1","active_ns",1,1,2
24,304.11,304.13,4,"Pasta was waved by a fish.","nonsense",6.45285797119,1,"1_001_second","1","passive_ns",1,1,2
25,314.89,314.9,1,"A mouse chewed on the cheese.","sense",3.84804701805,1,"1_001_second","1","active_s",1,1,2
26,325.02,325.03,3,"A phone was used by a doctor.","sense",5.43870592117,1,"1_001_second","1","passive_s",1,1,2
27,339.56,339.57,2,"The ear dressed a student.","nonsense",3.92389297485,1,"1_001_second","1","active_ns",1,1,2
28,350.98,350.99,1,"A fly entered the house.","sense",4.26786184311,1,"1_001_second","1","active_s",1,1,2
29,368.12,368.14,4,"A cup was cut by the pillow.","nonsense",4.27365398407,1,"1_001_second","1","passive_ns",1,1,2
30,380.08,380.09,3,"Pizza was cooked by the man.","sense",4.47823596001,1,"1_001_second","1","passive_s",1,1,2
31,395.78,395.8,2,"A joke hugged the dragon.","nonsense",5.62229609489,1,"1_001_second","1","active_ns",1,1,2
0,0,0.03,4,"A hand was built by the ant.","nonsense",4.22620391846,1,"1_001_second","2","passive_ns",1,1,2
1,10.89,10.91,2,"The bread heard a camel.","nonsense",3.89450001717,1,"1_001_second","2","active_ns",1,1,2
2,21.08,21.09,3,"Cheese was chewed by a rat.","sense",2.90106487274,1,"1_001_second","2","passive_s",1,1,2
3,36.88,36.9,2,"The chalk wanted a child.","nonsense",2.3199160099,1,"1_001_second","2","active_ns",1,1,2
4,50.82,50.84,1,"The dog chased the car.","sense",4.61440992355,1,"1_001_second","2","active_s",1,1,2
5,61.13,61.14,4,"A couch was saved by a plum.","nonsense",4.57166790962,1,"1_001_second","2","passive_ns",1,1,2
6,75.94,75.95,3,"The ball was kicked by a girl.","sense",3.6289191246,1,"1_001_second","2","passive_s",1,1,2
7,87.72,87.74,3,"The sock was worn by a baby.","nonsense",3.52609181404,0,"1_001_second","2","passive_s",1,0,2
8,99.72,99.72,4,"A flower was milked by a bear.","nonsense",4.0800151825,1,"1_001_second","2","passive_ns",1,1,2
9,111.38,111.4,4,"The pig was hugged by a joke.","nonsense",4.66886520386,1,"1_001_second","2","passive_ns",1,1,2
10,122.22,122.23,1,"A turtle crawled to the water.","sense",4.2784910202,1,"1_001_second","2","active_s",1,1,2
11,134.13,134.14,2,"The bucket told a horse.","nonsense",3.60064697266,1,"1_001_second","2","active_ns",1,1,2
12,146.54,146.54,2,"A present picked the raccoon.","nonsense",5.32635498047,1,"1_001_second","2","active_ns",1,1,2
13,158.49,158.5,3,"A fork was found by the kid.",NA,NA,4,"1_001_second","2","passive_s",1,0,2
14,169.83,169.84,1,"A teacher graded a paper.","sense",3.90298104286,1,"1_001_second","2","active_s",1,1,2
15,179.98,180.01,1,"The doctor used the phone.","sense",3.93247699738,1,"1_001_second","2","active_s",1,1,2
16,190.27,190.28,2,"A piano planted a brother.","nonsense",4.23482298851,1,"1_001_second","2","active_ns",1,1,2
17,200.64,200.65,3,"A cake was baked by mom.","sense",3.8109459877,1,"1_001_second","2","passive_s",1,1,2
18,215.75,215.76,1,"The actor pulled on a rope.","nonsense",7.61747407913,0,"1_001_second","2","active_s",1,0,2
19,225.84,225.86,3,"A box was cut by the worker.","sense",6.81063890457,1,"1_001_second","2","passive_s",1,1,2
20,235.87,235.88,1,"The rabbit jumped in the grass.","sense",4.33389186859,1,"1_001_second","2","active_s",1,1,2
21,247.77,247.79,2,"A chicken shopped at a movie.","nonsense",4.18626093864,1,"1_001_second","2","active_ns",1,1,2
22,257.97,257.99,3,"A broom was sold by a farmer.",NA,NA,4,"1_001_second","2","passive_s",1,0,2
23,268.09,268.09,3,"The egg was laid by the duck.","sense",7.02770709991,1,"1_001_second","2","passive_s",1,1,2
24,280.16,280.17,1,"The monkey climbed a tree.","nonsense",3.93009519577,2,"1_001_second","2","active_s",1,0,2
24,280.16,280.17,1,"The monkey climbed a tree.","sense",5.84030914307,2,"1_001_second","2","active_s",0,0,2
25,296.87,296.89,4,"Seed was raised by the rug.","nonsense",6.63732290268,1,"1_001_second","2","passive_ns",1,1,2
26,312.85,312.86,2,"The apple watched a king.","nonsense",2.97954297066,1,"1_001_second","2","active_ns",1,1,2
27,330.61,330.62,4,"The bug was cooked by a key.","nonsense",5.39961290359,1,"1_001_second","2","passive_ns",1,1,2
28,343.48,343.49,1,"A cowgirl caught a snake.","sense",5.17915797234,1,"1_001_second","2","active_s",1,1,2
29,360.32,360.33,4,"The dragon was won by clay.","nonsense",6.11345505714,1,"1_001_second","2","passive_ns",1,1,2
30,370.6,370.62,2,"A pillow scratched the fish.","nonsense",5.04395198822,1,"1_001_second","2","active_ns",1,1,2
31,381.02,381.02,4,"A man was scored by wind.","nonsense",5.20015597343,1,"1_001_second","2","passive_ns",1,1,2
0,0,0.03,4,"A worm was jumped by a dress.","nonsense",4.14004778862,1,"1_004_second","1","passive_ns",1,1,2
1,10.89,10.91,2,"A pizza dropped the cousin.","nonsense",7.00330400467,1,"1_004_second","1","active_ns",1,1,2
2,21.08,21.09,3,"A hill was climbed by the bug.","sense",4.69505786896,1,"1_004_second","1","passive_s",1,1,2
3,36.88,36.9,2,"The zebra milked the show.","nonsense",4.70812678337,1,"1_004_second","1","active_ns",1,1,2
4,50.82,50.84,1,"The farmer owned a broom.","nonsense",3.70725107193,0,"1_004_second","1","active_s",1,0,2
5,61.13,61.14,4,"A queen was lost by a pen.","nonsense",3.41543102264,1,"1_004_second","1","passive_ns",1,1,2
6,75.94,75.95,3,"Bread was picked by a boy.","sense",6.40278100967,1,"1_004_second","1","passive_s",1,1,2
7,87.72,87.74,3,"A snake was caught by a girl.","nonsense",6.38800120354,0,"1_004_second","1","passive_s",1,0,2
8,99.72,99.72,4,"A box was walked by a duck.","nonsense",4.32193899155,1,"1_004_second","1","passive_ns",1,1,2
9,111.38,111.4,4,"Meat was watched by an ear.","nonsense",5.49692106247,1,"1_004_second","1","passive_ns",1,1,2
10,122.22,122.23,1,"A brother opened the present.","sense",6.35240507126,1,"1_004_second","1","active_s",1,1,2
11,134.13,134.14,2,"The soap tasted the monkey.","nonsense",5.14276003838,1,"1_004_second","1","active_ns",1,1,2
12,146.54,146.54,2,"The seed raised a turtle.","nonsense",4.55399703979,1,"1_004_second","1","active_ns",1,1,2
