"","TrialNum","Onset","TrueOns","Cond","Sentence","Resp","RT","correct","subind","runnum","cond_type","first","correct_first","group_num","group"
"6048",15,183.02,183.04,3,"A phone was used by a doctor.","sense",3.38067102432,1,"0_122_second","3","passive_s",1,1,5,"A2_second"
"6049",15,183.02,183.04,3,"A phone was used by a doctor.","sense",3.81970906258,1,"0_122_second","3","passive_s",0,0,5,"A2_second"
"6050",15,183.02,183.04,3,"A phone was used by a doctor.","sense",4.84345602989,1,"0_122_second","3","passive_s",0,0,5,"A2_second"
"6051",16,195.2,195.22,4,"A cup was cut by the pillow.","nonsense",3.82977104187,1,"0_122_second","3","passive_ns",1,1,5,"A2_second"
"6052",16,195.2,195.22,4,"A cup was cut by the pillow.","nonsense",4.3377020359,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6053",17,212.76,212.79,2,"The snake asked for the father.","nonsense",5.53745889664,1,"0_122_second","3","active_ns",1,1,5,"A2_second"
"6054",17,212.76,212.79,2,"The snake asked for the father.","nonsense",6.02337598801,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6055",18,223.41,223.44,1,"A mouse chewed on the cheese.","sense",2.64071702957,1,"0_122_second","3","active_s",1,1,5,"A2_second"
"6056",18,223.41,223.44,1,"A mouse chewed on the cheese.","sense",2.94457793236,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6057",18,223.41,223.44,1,"A mouse chewed on the cheese.","sense",7.15238809586,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6058",19,237.03,237.05,4,"Pie was raised by the letter.","nonsense",5.35825991631,1,"0_122_second","3","passive_ns",1,1,5,"A2_second"
"6059",20,248.04,248.05,1,"The banker counted the money.","sense",4.22041511536,1,"0_122_second","3","active_s",1,1,5,"A2_second"
"6060",20,248.04,248.05,1,"The banker counted the money.","sense",4.79957318306,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6061",21,258.46,258.48,3,"The lamp was bought by the sister.","sense",2.87081599236,1,"0_122_second","3","passive_s",1,1,5,"A2_second"
"6062",21,258.46,258.48,3,"The lamp was bought by the sister.","sense",3.44657301903,1,"0_122_second","3","passive_s",0,0,5,"A2_second"
"6063",22,274.9,274.92,1,"The boy cleared off the table.","sense",2.93372797966,1,"0_122_second","3","active_s",1,1,5,"A2_second"
"6064",22,274.9,274.92,1,"The boy cleared off the table.","sense",4.62061500549,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6065",23,289.51,289.53,4,"Bread was scratched by a tray.","nonsense",3.49128389359,1,"0_122_second","3","passive_ns",1,1,5,"A2_second"
"6066",23,289.51,289.53,4,"Bread was scratched by a tray.","nonsense",4.73427987099,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6067",24,303.52,303.53,2,"The ear dressed a student.","nonsense",3.33866500854,1,"0_122_second","3","active_ns",1,1,5,"A2_second"
"6068",24,303.52,303.53,2,"The ear dressed a student.","nonsense",4.68350505829,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6069",25,319.75,319.76,1,"The queen planted a flower.","sense",3.03951215744,1,"0_122_second","3","active_s",1,1,5,"A2_second"
"6070",25,319.75,319.76,1,"The queen planted a flower.","sense",3.48759913445,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6071",25,319.75,319.76,1,"The queen planted a flower.","sense",4.81167221069,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6072",26,329.89,329.91,1,"A tiger scared the zebra.","sense",2.09988117218,1,"0_122_second","3","active_s",1,1,5,"A2_second"
"6073",26,329.89,329.91,1,"A tiger scared the zebra.","sense",3.9928021431,1,"0_122_second","3","active_s",0,0,5,"A2_second"
"6074",27,343.4,343.41,4,"A rope was sold by the frog.","nonsense",3.15428209305,1,"0_122_second","3","passive_ns",1,1,5,"A2_second"
"6075",27,343.4,343.41,4,"A rope was sold by the frog.","nonsense",3.70805907249,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6076",28,353.98,354,2,"The iron borrowed a teacher.","nonsense",5.37801408768,1,"0_122_second","3","active_ns",1,1,5,"A2_second"
"6077",28,353.98,354,2,"The iron borrowed a teacher.","nonsense",5.71386289597,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6078",28,353.98,354,2,"The iron borrowed a teacher.","nonsense",6.19288396835,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6079",29,370.82,370.84,3,"Soup was served by a woman.","sense",3.10859417915,1,"0_122_second","3","passive_s",1,1,5,"A2_second"
"6080",29,370.82,370.84,3,"Soup was served by a woman.","sense",3.87847900391,1,"0_122_second","3","passive_s",0,0,5,"A2_second"
"6081",29,370.82,370.84,3,"Soup was served by a woman.","sense",4.29571604729,1,"0_122_second","3","passive_s",0,0,5,"A2_second"
"6082",30,382.44,382.46,4,"The girl was told by a fork.","nonsense",3.18606686592,1,"0_122_second","3","passive_ns",1,1,5,"A2_second"
"6083",30,382.44,382.46,4,"The girl was told by a fork.","nonsense",3.71599388123,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6084",30,382.44,382.46,4,"The girl was told by a fork.","nonsense",4.36119198799,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6085",30,382.44,382.46,4,"The girl was told by a fork.","nonsense",5.07603693008,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6086",30,382.44,382.46,4,"The girl was told by a fork.","nonsense",6.82286906242,1,"0_122_second","3","passive_ns",0,0,5,"A2_second"
"6087",31,392.48,392.49,2,"A basement won the family.","nonsense",2.61006093025,1,"0_122_second","3","active_ns",1,1,5,"A2_second"
"6088",31,392.48,392.49,2,"A basement won the family.","nonsense",4.46794509888,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6089",31,392.48,392.49,2,"A basement won the family.","nonsense",4.81708693504,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6090",31,392.48,392.49,2,"A basement won the family.","nonsense",5.13604092598,1,"0_122_second","3","active_ns",0,0,5,"A2_second"
"6091",0,0,0.05,4,"A worm was jumped by a dress.","sense",5.90740084648,0,"0_140_second","1","passive_ns",1,0,5,"A2_second"
"6092",1,10.89,10.92,2,"A pizza dropped the cousin.","nonsense",3.96736097336,1,"0_140_second","1","active_ns",1,1,5,"A2_second"
"6093",2,21.08,21.1,3,"A leaf was climbed by the bug.","nonsense",3.91531085968,0,"0_140_second","1","passive_s",1,0,5,"A2_second"
"6094",3,36.88,36.9,2,"The zebra milked the show.","nonsense",7.76868200302,1,"0_140_second","1","active_ns",1,1,5,"A2_second"
"6095",4,50.82,50.85,1,"The farmer owned a broom.","sense",4.14594984055,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6096",5,61.13,61.15,4,"A queen was lost by a pen.","sense",4.5951821804,2,"0_140_second","1","passive_ns",1,0,5,"A2_second"
"6097",5,61.13,61.15,4,"A queen was lost by a pen.","nonsense",4.91310095787,2,"0_140_second","1","passive_ns",0,0,5,"A2_second"
"6098",6,75.94,75.96,3,"Bread was picked by a boy.","sense",6.47477293015,1,"0_140_second","1","passive_s",1,1,5,"A2_second"
"6099",7,87.72,87.74,3,"A snake was caught by a girl.","sense",5.17376804352,2,"0_140_second","1","passive_s",1,0,5,"A2_second"
"6100",7,87.72,87.74,3,"A snake was caught by a girl.","nonsense",5.53380417824,2,"0_140_second","1","passive_s",0,0,5,"A2_second"
"6101",8,99.72,99.74,4,"A box was walked by a duck.","nonsense",7.60841703415,1,"0_140_second","1","passive_ns",1,1,5,"A2_second"
"6102",9,111.38,111.39,4,"Meat was watched by an ear.","nonsense",5.05721282959,1,"0_140_second","1","passive_ns",1,1,5,"A2_second"
"6103",10,122.22,122.24,1,"A brother opened the present.","sense",4.79956507683,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6104",11,134.13,134.16,2,"The soap tasted the monkey.","nonsense",5.15020799637,1,"0_140_second","1","active_ns",1,1,5,"A2_second"
"6105",12,146.54,146.56,2,"The seed raised a turtle.","nonsense",7.17035388947,1,"0_140_second","1","active_ns",1,1,5,"A2_second"
"6106",13,158.49,158.51,3,"A barn was built by the uncle.","sense",4.17992091179,1,"0_140_second","1","passive_s",1,1,5,"A2_second"
"6107",14,169.83,169.86,1,"The cowboy cooked some pasta.","sense",4.28494691849,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6108",15,179.98,180.01,1,"A sister hugged the dancer.","sense",4.0111811161,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6109",16,190.27,190.29,2,"The tiger played a letter.","nonsense",3.70311594009,1,"0_140_second","1","active_ns",1,1,5,"A2_second"
"6110",17,200.64,200.66,3,"Water was splashed by a bear.","nonsense",4.75581407547,0,"0_140_second","1","passive_s",1,0,5,"A2_second"
"6111",18,215.75,215.77,1,"The friend borrowed a book.","sense",5.4604780674,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6112",19,225.84,225.85,3,"The honey was made by a bee.","sense",4.52430796623,1,"0_140_second","1","passive_s",1,1,5,"A2_second"
"6113",20,235.87,235.89,1,"The mother shopped at the store.","sense",3.21738815308,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6114",21,247.77,247.79,2,"A rope listened to the salt.",NA,NA,4,"0_140_second","1","active_ns",1,0,5,"A2_second"
"6115",22,257.97,257.99,3,"Medals were won by a team.","nonsense",5.47378206253,0,"0_140_second","1","passive_s",1,0,5,"A2_second"
"6116",23,268.09,268.1,3,"The door was shut by wind.","sense",3.68645381927,1,"0_140_second","1","passive_s",1,1,5,"A2_second"
"6117",24,280.16,280.18,1,"A king wished for a horse.","sense",4.69251418114,1,"0_140_second","1","active_s",1,1,5,"A2_second"
"6118",25,296.87,296.9,4,"A clown was bought by the hen.","nonsense",5.13313388824,1,"0_140_second","1","passive_ns",1,1,5,"A2_second"
"6119",26,312.85,312.87,2,"The lamp wrote to the nurse.","nonsense",8.55696296692,1,"0_140_second","1","active_ns",1,1,5,"A2_second"
"6120",27,330.61,330.63,4,"The actor was kicked by cake.","nonsense",4.54471588135,1,"0_140_second","1","passive_ns",1,1,5,"A2_second"
"6121",28,343.48,343.5,1,"The clerk asked a question.","nonsense",5.53289890289,2,"0_140_second","1","active_s",1,0,5,"A2_second"
"6122",28,343.48,343.5,1,"The clerk asked a question.","sense",6.33695483208,2,"0_140_second","1","active_s",0,0,5,"A2_second"
"6123",29,360.32,360.35,4,"A father was spotted by the egg.","nonsense",5.37262105942,1,"0_140_second","1","passive_ns",1,1,5,"A2_second"
"6124",30,370.6,370.61,2,"The house chewed on the phone.","sense",4.9536280632,0,"0_140_second","1","active_ns",1,0,5,"A2_second"
"6125",31,381.02,381.05,4,"The bird was told by the boat.","nonsense",3.99297189713,1,"0_140_second","1","passive_ns",1,1,5,"A2_second"
"6126",0,0,0.05,1,"A woman bought a pizza.","sense",1.66607189178,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6127",1,10.16,10.18,2,"The pillow jumped at a bear.","nonsense",1.34040093422,1,"0_140_second","2","active_ns",1,1,5,"A2_second"
"6128",2,25.97,26,3,"Tea was spilled by the aunt.","nonsense",5.26263189316,0,"0_140_second","2","passive_s",1,0,5,"A2_second"
"6129",3,40.97,41,3,"A gift was opened by a boy.","sense",2.91509795189,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6130",4,53.69,53.71,2,"A game owned the doctor.",NA,NA,4,"0_140_second","2","active_ns",1,0,5,"A2_second"
"6131",5,64.57,64.59,3,"A pig was scared by a fox.","sense",4.56183290482,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6132",6,75.24,75.26,4,"The dog was raised by a spoon.","nonsense",4.29025006294,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6133",7,86.91,86.93,1,"The farmer listened to the bell.","sense",3.25900387764,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6134",8,103.03,103.06,2,"A shirt chopped at the tray.","nonsense",8.06987214088,1,"0_140_second","2","active_ns",1,1,5,"A2_second"
"6135",9,118.89,118.91,4,"A song was picked by a cat.","nonsense",3.13716483116,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6136",10,128.92,128.94,1,"The baby rolled in the crib.","sense",3.52132511139,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6137",11,141.14,141.16,3,"The grass was moved by wind.","sense",4.03896403313,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6138",12,151.22,151.24,3,"A wall was marked with paint.","sense",6.19276094437,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6139",13,161.68,161.7,4,"A test was cooked by a bat.","nonsense",3.35529303551,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6140",14,172.84,172.85,2,"The broom grabbed the queen.","nonsense",4.12857294083,1,"0_140_second","2","active_ns",1,1,5,"A2_second"
"6141",15,183.02,183.04,3,"The shot was given by a nurse.","sense",7.19626903534,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6142",16,195.2,195.22,4,"The mirror was read by a car.","nonsense",3.75249910355,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6143",17,212.76,212.78,2,"A plate stained a kitten.","nonsense",6.83495402336,1,"0_140_second","2","active_ns",1,1,5,"A2_second"
"6144",18,223.41,223.43,1,"The lion sniffed at the meat.","sense",4.92627096176,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6145",19,237.03,237.05,4,"Mud was dressed by air.","sense",4.60916590691,0,"0_140_second","2","passive_ns",1,0,5,"A2_second"
"6146",20,248.04,248.07,1,"The father played the movie.","sense",3.20777606964,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6147",21,258.46,258.48,3,"A hand was licked by a puppy.","sense",5.04120898247,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6148",22,274.9,274.91,1,"The worker built the barn.","sense",3.86923694611,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6149",23,289.51,289.53,4,"The hill was addressed by soap.","nonsense",7.31780910492,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6150",24,303.52,303.55,2,"A ring prepared for a potato.","nonsense",5.84963297844,1,"0_140_second","2","active_ns",1,1,5,"A2_second"
"6151",25,319.75,319.76,1,"The chicken ate some seed.","sense",2.85630607605,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6152",26,329.89,329.91,1,"The sheep escaped from the wolf.","sense",2.4318459034,1,"0_140_second","2","active_s",1,1,5,"A2_second"
"6153",27,343.4,343.43,4,"Dirt was borrowed by the chalk.","nonsense",8.20005011559,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6154",28,353.98,354.01,2,"The table climbed on a brother.","nonsense",2.78227114677,1,"0_140_second","2","active_ns",1,1,5,"A2_second"
"6155",29,370.82,370.84,3,"A worm was dropped by the bird.","sense",3.46744394302,1,"0_140_second","2","passive_s",1,1,5,"A2_second"
"6156",30,382.44,382.46,4,"The phone was boiled by a rat.","nonsense",7.05262613297,1,"0_140_second","2","passive_ns",1,1,5,"A2_second"
"6157",31,392.48,392.51,2,"The actress chased the sugar.",NA,NA,4,"0_140_second","2","active_ns",1,0,5,"A2_second"
"6158",0,0,0.05,2,"The key opened the carrot.","nonsense",2.69026303291,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6159",1,10.72,10.75,3,"The car was chased by a dog.","nonsense",5.25256204605,0,"0_151_second","1","passive_s",1,0,5,"A2_second"
"6160",2,21.39,21.41,4,"A chicken was asked by a bell.","nonsense",3.24313116074,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6161",3,38.56,38.58,1,"A father cooked the eggs.","sense",4.25588393211,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6162",4,54.45,54.46,4,"A horse was peeled by salt.","nonsense",5.38988304138,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6163",5,64.83,64.85,1,"The baker rolled the dough.","sense",3.81272602081,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6164",6,80.32,80.34,4,"Pizza was used by a book.","nonsense",2.98838996887,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6165",7,90.96,90.98,2,"A goat graded the mirror.","nonsense",3.41299700737,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6166",8,106.1,106.13,2,"A boat raced in the library.","nonsense",3.55132722855,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6167",9,116.71,116.73,1,"The mother carried a cake.","sense",2.98474407196,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6168",10,131.58,131.59,1,"A cousin wanted a pillow.","sense",4.61612915993,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6169",11,143.41,143.42,4,"The door was eaten by a pot.","nonsense",2.58433794975,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6170",12,154.13,154.16,4,"A king was chewed by a tree.","nonsense",4.37836694717,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6171",13,164.48,164.51,3,"The fish was eaten by a bear.","sense",3.73438882828,1,"0_151_second","1","passive_s",1,1,5,"A2_second"
"6172",14,182.42,182.44,1,"The actress watched a show.","sense",4.32647514343,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6173",15,193.7,193.72,2,"The banana lost the worm.","nonsense",2.1565310955,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6174",16,206.11,206.12,4,"A table was planted by a kid.","nonsense",4.6837182045,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6175",17,223.68,223.7,3,"The movie was played by dad.","sense",2.84880900383,1,"0_151_second","1","passive_s",1,1,5,"A2_second"
"6176",18,234.74,234.75,3,"Seed was pecked by a hen.","sense",3.95015215874,1,"0_151_second","1","passive_s",1,1,5,"A2_second"
"6177",19,250.08,250.1,2,"The flag roared at a flower.","nonsense",4.52131581306,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6178",20,260.45,260.47,3,"A home was entered by the men.",NA,NA,4,"0_151_second","1","passive_s",1,0,5,"A2_second"
"6179",21,270.85,270.87,1,"A girl kicked the ball.","sense",3.04550600052,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6180",22,280.9,280.92,3,"A song was sung by the cowboy.","sense",4.30323314667,1,"0_151_second","1","passive_s",1,1,5,"A2_second"
"6181",23,293.63,293.65,2,"The woman scared the paper.","nonsense",6.40923786163,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6182",24,304.11,304.13,4,"The boy was owned by a lamp.","nonsense",3.50244021416,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6183",25,314.89,314.91,1,"A clown let go of a balloon.","sense",6.27113699913,1,"0_151_second","1","active_s",1,1,5,"A2_second"
"6184",26,325.02,325.05,3,"The test was read by a teacher.","sense",4.42724990845,1,"0_151_second","1","passive_s",1,1,5,"A2_second"
"6185",27,339.56,339.58,2,"The barn barked at the driver.","nonsense",3.52413797379,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6186",28,350.98,351,1,"A raccoon scratched at the box.","nonsense",5.40502619743,0,"0_151_second","1","active_s",1,0,5,"A2_second"
"6187",29,368.12,368.14,4,"The soup was caught by a ring.","nonsense",4.99620008469,1,"0_151_second","1","passive_ns",1,1,5,"A2_second"
"6188",30,380.08,380.09,3,"A rope was pulled by the man.","sense",5.07842898369,1,"0_151_second","1","passive_s",1,1,5,"A2_second"
"6189",31,395.78,395.79,2,"The sock listened to the pig.","nonsense",3.39280414581,1,"0_151_second","1","active_ns",1,1,5,"A2_second"
"6190",0,0,0.05,1,"A bird dropped the worm.","sense",2.42170286179,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6191",1,10.16,10.18,2,"The couch sang to the duck.","nonsense",3.29966211319,1,"0_151_second","2","active_ns",1,1,5,"A2_second"
"6192",2,25.97,26,3,"The show was seen by a child.","sense",4.88032197952,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6193",3,40.97,41,3,"A rug was rolled by the actor.","sense",6.18769407272,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6194",4,53.69,53.71,2,"A hen carried the dancer.","nonsense",3.86838197708,1,"0_151_second","2","active_ns",1,1,5,"A2_second"
"6195",5,64.57,64.59,3,"Pizza was cooked by the man.","sense",2.72748589516,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6196",6,75.24,75.26,4,"A chair was tasted by a frame.","nonsense",3.37593793869,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6197",7,86.91,86.93,1,"The uncle put sugar in the tea.","sense",5.0432779789,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6198",8,103.03,103.04,2,"A fence walked to the mother.","nonsense",5.41120100021,1,"0_151_second","2","active_ns",1,1,5,"A2_second"
"6199",9,118.89,118.91,4,"Fire was licked by a banana.","nonsense",4.43070888519,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6200",10,128.92,128.94,1,"A fly entered the house.","sense",5.56969809532,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6201",11,141.14,141.16,3,"A cat was saved by a king.","nonsense",3.10045480728,0,"0_151_second","2","passive_s",1,0,5,"A2_second"
"6202",12,151.22,151.24,3,"The shirt was stained by mud.","sense",6.0293610096,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6203",13,161.68,161.71,4,"Pasta was waved by a fish.","nonsense",7.80691099167,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6204",14,172.84,172.86,2,"A joke hugged the dragon.","nonsense",3.31499886513,1,"0_151_second","2","active_ns",1,1,5,"A2_second"
"6205",15,183.02,183.04,3,"A phone was used by a doctor.","sense",3.86928391457,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6206",16,195.2,195.22,4,"A cup was cut by the pillow.","nonsense",3.20803594589,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6207",17,212.76,212.79,2,"The snake asked for the father.","nonsense",3.89296483994,1,"0_151_second","2","active_ns",1,1,5,"A2_second"
"6208",18,223.41,223.44,1,"A mouse chewed on the cheese.","sense",3.28001594543,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6209",19,237.03,237.05,4,"Pie was raised by the letter.","nonsense",6.87758302689,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6210",20,248.04,248.05,1,"The banker counted the money.","sense",4.0258140564,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6211",21,258.46,258.48,3,"The lamp was bought by the sister.","sense",4.52375006676,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6212",22,274.9,274.92,1,"The boy cleared off the table.","sense",4.68191003799,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6213",23,289.51,289.53,4,"Bread was scratched by a tray.","nonsense",5.10060596466,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6214",24,303.52,303.53,2,"The ear dressed a student.","sense",2.17291498184,0,"0_151_second","2","active_ns",1,0,5,"A2_second"
"6215",25,319.75,319.76,1,"The queen planted a flower.","sense",3.97405290604,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6216",26,329.89,329.91,1,"A tiger scared the zebra.","sense",3.37116098404,1,"0_151_second","2","active_s",1,1,5,"A2_second"
"6217",27,343.4,343.41,4,"A rope was sold by the frog.","nonsense",4.55640411377,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6218",28,353.98,354,2,"The iron borrowed a teacher.","nonsense",7.68628787994,1,"0_151_second","2","active_ns",1,1,5,"A2_second"
"6219",29,370.82,370.84,3,"Soup was served by a woman.","sense",3.07984185219,1,"0_151_second","2","passive_s",1,1,5,"A2_second"
"6220",30,382.44,382.46,4,"The girl was told by a fork.","nonsense",6.25046205521,1,"0_151_second","2","passive_ns",1,1,5,"A2_second"
"6221",31,392.48,392.49,2,"A basement won the family.","sense",2.80932402611,2,"0_151_second","2","active_ns",1,0,5,"A2_second"
"6222",31,392.48,392.49,2,"A basement won the family.","nonsense",4.38731098175,2,"0_151_second","2","active_ns",0,0,5,"A2_second"
"6223",31,392.48,392.49,2,"A basement won the family.","nonsense",5.82710194588,2,"0_151_second","2","active_ns",0,0,5,"A2_second"
"6224",0,0,0.05,4,"A hand was built by the ant.","nonsense",4.02267289162,1,"0_151_second","3","passive_ns",1,1,5,"A2_second"
"6225",1,10.89,10.92,2,"The bread heard a camel.","nonsense",4.35842990875,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6226",2,21.08,21.1,3,"Cheese was chewed by a rat.","sense",3.77432489395,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6227",3,36.88,36.9,2,"The chalk wanted a child.","nonsense",5.03966498375,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6228",4,50.82,50.83,1,"The dog chased the car.","sense",3.3499109745,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6229",5,61.13,61.15,4,"A couch was saved by a plum.","nonsense",3.29319500923,1,"0_151_second","3","passive_ns",1,1,5,"A2_second"
"6230",6,75.94,75.96,3,"The ball was kicked by a girl.","sense",3.38215708733,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6231",7,87.72,87.74,3,"The bib was worn by a baby.","sense",3.82186293602,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6232",8,99.72,99.74,4,"A flower was milked by a bear.","nonsense",4.71409511566,1,"0_151_second","3","passive_ns",1,1,5,"A2_second"
"6233",9,111.38,111.39,4,"The pig was hugged by a joke.","nonsense",4.86050796509,1,"0_151_second","3","passive_ns",1,1,5,"A2_second"
"6234",10,122.22,122.24,1,"A turtle crawled to the water.","sense",4.96372890472,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6235",11,134.13,134.14,2,"The bucket told a horse.","nonsense",5.04898285866,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6236",12,146.54,146.56,2,"A present picked the raccoon.","nonsense",4.11976599693,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6237",13,158.49,158.51,3,"A dime was found by the kid.","sense",3.74607396126,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6238",14,169.83,169.84,1,"A teacher graded a paper.","sense",3.27599215508,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6239",15,179.98,180.01,1,"The doctor used the phone.","sense",2.45365285873,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6240",16,190.27,190.29,2,"A piano planted a brother.","nonsense",3.49934697151,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6241",17,200.64,200.65,3,"A cake was baked by mom.","sense",3.2529489994,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6242",18,215.75,215.77,1,"The actor pulled on a rope.","sense",4.75943207741,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6243",19,225.84,225.85,3,"A box was cut by the worker.","sense",3.45867705345,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6244",20,235.87,235.89,1,"The rabbit jumped in the grass.","sense",3.50866508484,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6245",21,247.77,247.79,2,"A chicken shopped at a movie.","nonsense",2.09573698044,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6246",22,257.97,257.99,3,"A broom was sold by a farmer.","sense",5.780823946,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6247",23,268.09,268.1,3,"The egg was laid by the duck.","sense",4.93042397499,1,"0_151_second","3","passive_s",1,1,5,"A2_second"
"6248",24,280.16,280.18,1,"The monkey climbed a tree.","sense",2.81555604935,1,"0_151_second","3","active_s",1,1,5,"A2_second"
"6249",25,296.87,296.88,4,"Seed was raised by the rug.","nonsense",3.33984899521,1,"0_151_second","3","passive_ns",1,1,5,"A2_second"
"6250",26,312.85,312.87,2,"The apple watched a king.","nonsense",3.54663491249,1,"0_151_second","3","active_ns",1,1,5,"A2_second"
"6251",27,330.61,330.63,4,"The bug was cooked by a key.","nonsense",3.9687230587,1,"0_151_second","3","passive_ns",1,1,5,"A2_second"
